Course ID,Title,Description,Domain,Difficulty Level,Rating,Number of Reviews,Duration (Hours),Instructor,Platform,Skills
CRS-192,Advanced State Management in React Native Apps,"Build robust, testable, and production-ready mobile architectures using React Native state management and testing frameworks. Topics include: React Native, Flutter, Mobile UI Design.",Mobile App Development,Intermediate,4.86,982,19.4,Maximilian Schwarzmüller,Udacity,"React Native, Flutter, Mobile UI Design"
CRS-193,User Research and Usability Testing in Practice,"Plan, conduct, and analyze user research and usability sessions. Turn feedback into mockups with Design Systems. Topics include: Design Systems, Wireframing, Usability Testing, Figma.",UI/UX & Product Design,Intermediate,4.68,1376,21.4,Daniel Walter Scott,edX,"Design Systems, Wireframing, Usability Testing, Figma"
CRS-194,Infrastructure as Code using Terraform and Linux,"Provision and manage cloud resources programmatically across multi-cloud setups with Terraform and Linux. Topics include: Linux, CI/CD, Jenkins, Azure.",Cloud Computing & DevOps,Intermediate,3.79,1368,26.2,Nigel Poulton,edX,"Linux, CI/CD, Jenkins, Azure"
CRS-195,Advanced PyTorch: Deep Dive & Research,"Explore cutting-edge techniques in PyTorch, including architecture design, hyperparameter tuning, and model optimization. Topics include: PyTorch, Generative AI, Neural Networks, LLMs.",AI & Machine Learning,Advanced,4.47,523,49.6,Sam Witteveen,Pluralsight,"PyTorch, Generative AI, Neural Networks, LLMs"
CRS-196,Strategic Leadership and Project Management for Executives,"Develop decision-making models, corporate strategy, and negotiation skills to lead high-performing teams in Project Management contexts. Topics include: Project Management, Business Strategy.",Business & Product Management,Beginner,3.91,57,10.4,Todd Birzer,Pluralsight,"Project Management, Business Strategy"
CRS-197,The Ultimate Copywriting Guide to Page #1,"Rank higher on search engines. Master on-page, off-page, technical optimizations, and keyword research using Copywriting. Topics include: Copywriting, Google Ads.",Digital Marketing,Intermediate,4.3,352,24.9,Robin & Jesper,Udemy,"Copywriting, Google Ads"
CRS-198,Strategic Leadership and Agile Methodology for Executives,"Develop decision-making models, corporate strategy, and negotiation skills to lead high-performing teams in Agile Methodology contexts. Topics include: Agile Methodology, Startup Strategy, Scrum, Project Management.",Business & Product Management,Beginner,4.78,1114,7.4,Evan Kimbrell,edX,"Agile Methodology, Startup Strategy, Scrum, Project Management"
CRS-199,Generative AI & Neural Networks Application Development,"Learn to build applications powered by Large Language Models and custom Neural Networks agents. Topics include: Neural Networks, Generative AI, Computer Vision.",AI & Machine Learning,Advanced,4.72,112,61.4,Sam Witteveen,Coursera,"Neural Networks, Generative AI, Computer Vision"
CRS-200,Practical Neural Networks with PyTorch and Scikit-Learn,"Build, train, and deploy powerful Neural Networks models for classification, regression, and clustering tasks. Topics include: Neural Networks, Scikit-learn, TensorFlow, Reinforcement Learning.",AI & Machine Learning,Intermediate,4.62,4585,20.2,Andrej Karpathy,Pluralsight,"Neural Networks, Scikit-learn, TensorFlow, Reinforcement Learning"
CRS-201,User Experience Design Essentials: Usability Testing,"Learn UX research, user journeys, wireframing, prototyping, and usability testing in Usability Testing. Topics include: Usability Testing, Design Systems, Adobe XD.",UI/UX & Product Design,Beginner,3.99,244,12.6,Jesse Showalter,Udemy,"Usability Testing, Design Systems, Adobe XD"
CRS-202,Interface Design & Typography with Design Systems,"Elevate your visual design skills. Master grid layouts, color theory, and typographic hierarchy using Design Systems. Topics include: Design Systems, Adobe XD, User Research, Figma.",UI/UX & Product Design,Beginner,4.85,1389,8.9,Jesse Showalter,edX,"Design Systems, Adobe XD, User Research, Figma"
CRS-203,Complete Xcode Developer Bootcamp,"Learn mobile application development from scratch. Design layouts, manage state, and deploy to App Store and Google Play. Topics include: Xcode, React Native.",Mobile App Development,Beginner,4.81,2167,10.8,Maximilian Schwarzmüller,Udacity,"Xcode, React Native"
CRS-204,Containerization with Docker & AWS Masterclass,"Learn to package, deploy, and scale microservices using Docker and AWS orchestration in production. Topics include: AWS, Ansible.",Cloud Computing & DevOps,Intermediate,4.76,195,24.3,Richard Chan,edX,"AWS, Ansible"
CRS-205,Digital Marketing Masterclass: Google Analytics & Branding,"Grow your business online. Master SEO, social media, paid ads, and analytics using Google Analytics tools. Topics include: Google Analytics, Content Marketing, Growth Hacking, Social Media Marketing.",Digital Marketing,Beginner,4.96,111,12.4,Isaac Rudansky,Coursera,"Google Analytics, Content Marketing, Growth Hacking, Social Media Marketing"
CRS-206,Startup Foundations: Scrum & Lean Canvas,"How to validate ideas, raise capital, design business models, and execute go-to-market strategies using Scrum. Topics include: Scrum, Finance, Startup Strategy.",Business & Product Management,Intermediate,3.89,695,21.4,Todd Birzer,Pluralsight,"Scrum, Finance, Startup Strategy"
CRS-207,User Research and Usability Testing in Practice,"Plan, conduct, and analyze user research and usability sessions. Turn feedback into mockups with Figma. Topics include: Figma, Adobe XD, Interaction Design.",UI/UX & Product Design,Intermediate,4.72,654,18.4,Sarah Gibbons,Udemy,"Figma, Adobe XD, Interaction Design"
CRS-208,Introduction to Scikit-learn & Neural Networks,"Understand the mathematical foundations and core concepts behind modern Scikit-learn algorithms. Topics include: Scikit-learn, NLP, Machine Learning, Generative AI.",AI & Machine Learning,Intermediate,3.98,182,15.1,Daniel Bourke,Udemy,"Scikit-learn, NLP, Machine Learning, Generative AI"
CRS-209,Advanced TensorFlow: Deep Dive & Research,"Explore cutting-edge techniques in TensorFlow, including architecture design, hyperparameter tuning, and model optimization. Topics include: TensorFlow, Neural Networks, Reinforcement Learning, Deep Learning.",AI & Machine Learning,Advanced,4.3,919,33.7,Andrej Karpathy,Udemy,"TensorFlow, Neural Networks, Reinforcement Learning, Deep Learning"
CRS-210,Jenkins Certified Solutions Architect,"Prepare and pass the official certification. Master core services, security, architecture, and cost optimization on Jenkins. Topics include: Jenkins, Azure, Ansible.",Cloud Computing & DevOps,Beginner,3.74,114,4.1,Adrian Cantrill,Pluralsight,"Jenkins, Azure, Ansible"
CRS-211,Build a Social Media App with Dart and Firebase,"Integrate databases, authentication, storage, and push notifications into your Dart app using Firebase backend services. Topics include: Dart, Swift.",Mobile App Development,Intermediate,4.43,1342,32.0,Angela Yu,Coursera,"Dart, Swift"
CRS-212,Computer Vision & NLP using Neural Networks,"Process images, video, and natural language text using advanced Neural Networks frameworks and pre-trained models. Topics include: Neural Networks, Reinforcement Learning, Deep Learning.",AI & Machine Learning,Advanced,4.8,426,53.7,Sam Witteveen,Udemy,"Neural Networks, Reinforcement Learning, Deep Learning"
CRS-213,Agile & Scrum Master certification: Business Strategy,"Master agile ceremonies, sprint planning, backlog grooming, and team leadership using Scrum and Business Strategy. Topics include: Business Strategy, Project Management, Product Management, Leadership.",Business & Product Management,Beginner,4.82,2673,6.7,Cole Mercer,Udacity,"Business Strategy, Project Management, Product Management, Leadership"
CRS-214,Data Visualization Boot Camp: Go from Zero to Hero,"A comprehensive guide to analyzing data. Learn data frames, wrangling, and basic predictive analytics with Data Visualization. Topics include: Data Visualization, Excel.",Data Science & Analytics,Beginner,4.71,142,12.2,Alex The Analyst,edX,"Data Visualization, Excel"
CRS-215,The Complete Ethical Hacking Course: Network Security,"Learn how to think like a hacker. Perform vulnerability scans, exploit targets, and secure systems using Network Security. Topics include: Network Security, Ethical Hacking, Security Fundamentals, Metasploit.",Cybersecurity,Intermediate,4.88,9053,33.3,Heath Adams,Pluralsight,"Network Security, Ethical Hacking, Security Fundamentals, Metasploit"
CRS-216,Computer Vision & NLP using LLMs,"Process images, video, and natural language text using advanced LLMs frameworks and pre-trained models. Topics include: LLMs, Computer Vision, NLP.",AI & Machine Learning,Beginner,3.71,199,14.1,Lazy Programmer,Pluralsight,"LLMs, Computer Vision, NLP"
CRS-217,Startup Foundations: Finance & Lean Canvas,"How to validate ideas, raise capital, design business models, and execute go-to-market strategies using Finance. Topics include: Finance, Leadership, Project Management, Startup Strategy.",Business & Product Management,Advanced,4.78,342,61.4,Cole Mercer,Udacity,"Finance, Leadership, Project Management, Startup Strategy"
CRS-218,Generative AI & NLP Application Development,"Learn to build applications powered by Large Language Models and custom NLP agents. Topics include: NLP, Computer Vision, Deep Learning, TensorFlow.",AI & Machine Learning,Advanced,3.93,519,22.5,Lazy Programmer,Udemy,"NLP, Computer Vision, Deep Learning, TensorFlow"
CRS-219,Introduction to Machine Learning & Neural Networks,"Understand the mathematical foundations and core concepts behind modern Machine Learning algorithms. Topics include: Machine Learning, Neural Networks.",AI & Machine Learning,Beginner,4.26,5357,8.1,Lazy Programmer,Pluralsight,"Machine Learning, Neural Networks"
CRS-220,Advanced Penetration Testing & Penetration Testing,"Go deep into red teaming tactics. Conduct advanced assessments, write custom exploits, and bypass security controls using Penetration Testing. Topics include: Penetration Testing, Network Security, Cryptography, Ethical Hacking.",Cybersecurity,Intermediate,4.31,789,22.8,Neal Bridges,Udemy,"Penetration Testing, Network Security, Cryptography, Ethical Hacking"
